Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
0,918536891091292162,1,2,2017-10-12 18:00:35,Human Health and Ecological Risk Assessment update meeting at pm tonight at the Museum Café in . Everyone welcome.,"['#GiantMine', '#YZF']",['https://t.co/nbRa1d9Vd3'],Human Health Ecological Risk Assessment update meeting pm tonight Museum Everyone welcome,"['Human', 'Health', 'Ecological', 'Risk', 'Assessment', 'update', 'meeting', 'pm', 'tonight', 'Museum', 'Everyone', 'welcome']","[u'human', u'health', u'ecolog', u'risk', u'assess', u'updat', u'meet', 'pm', u'tonight', u'museum', u'everyon', u'welcom']"
1,917804255829995520,3,0,2017-10-10 17:29:21,: Human Health and Ecological Risk Assessment update meeting at pm Oct at the Museum Café in .,"['#GiantMine', '#YZF']",['https://t.co\xe2\x80\xa6'],Human Health Ecological Risk Assessment update meeting pm Oct Museum,"['Human', 'Health', 'Ecological', 'Risk', 'Assessment', 'update', 'meeting', 'pm', 'Oct', 'Museum']","[u'human', u'health', u'ecolog', u'risk', u'assess', u'updat', u'meet', 'pm', u'oct', u'museum']"
2,913786728187654150,3,0,2017-09-29 15:25:07,Human Health and Ecological Risk Assessment update meeting at pm Oct at the Museum Café in .,"['#GiantMine', '#YZF']","['https://t.co/ij8mw43GCj', 'https://t.co/qk1JnBwXEy']",Human Health Ecological Risk Assessment update meeting pm Oct Museum,"['Human', 'Health', 'Ecological', 'Risk', 'Assessment', 'update', 'meeting', 'pm', 'Oct', 'Museum']","[u'human', u'health', u'ecolog', u'risk', u'assess', u'updat', u'meet', 'pm', u'oct', u'museum']"
3,890242838453202950,0,0,2017-07-26 16:10:07,A giant amount of fun at the annual Rivers to Oceans Day with ! 9,['#GiantMine'],['https://t.co/ZxVhnIrdw'],giant amount fun annual Rivers Oceans Day,"['giant', 'amount', 'fun', 'annual', 'Rivers', 'Oceans', 'Day']","[u'giant', u'amount', u'fun', u'annual', u'river', u'ocean', u'day']"
4,885876837171302400,3,1,2017-07-14 15:01:11,Reminder: Stay safe near Giant Mine.,[],['https://t.co/YEUGvTe3eQ'],Reminder Stay safe near Giant Mine,"['Reminder', 'Stay', 'safe', 'near', 'Giant', 'Mine']","[u'remind', u'stay', u'safe', u'near', u'giant', u'mine']"
5,881173089698099200,0,0,2017-07-01 15:30:10,Reminder: Stay safe near Giant Mine. c0,[],['https://t.co/CmHcTugP'],Reminder Stay safe near Giant Mine c0,"['Reminder', 'Stay', 'safe', 'near', 'Giant', 'Mine', 'c0']","[u'remind', u'stay', u'safe', u'near', u'giant', u'mine', 'c0']"
6,880565327876075520,1,1,2017-06-29 23:15:08,Reminder: Stay safe near Giant Mine.,[],['https://t.co/HDcfTYSpMP'],Reminder Stay safe near Giant Mine,"['Reminder', 'Stay', 'safe', 'near', 'Giant', 'Mine']","[u'remind', u'stay', u'safe', u'near', u'giant', u'mine']"
7,877610270188871680,3,0,2017-06-21 19:32:48,: The Project team was excited to show students a real-life application of their classroom science!,[],['https://t.co/\xe2\x80\xa6'],Project team excited show students real life application classroom science,"['Project', 'team', 'excited', 'show', 'students', 'real', 'life', 'application', 'classroom', 'science']","[u'project', u'team', u'excit', u'show', u'student', u'real', u'life', u'applic', u'classroom', u'scienc']"
8,863393712583344128,0,0,2017-05-13 14:01:16,We’re at the Tradeshow! Stop by our booth May and to learn more about GMRP!,[],['https://t.co/JNwaJU6XLq'],Tradeshow Stop booth May learn GMRP,"['Tradeshow', 'Stop', 'booth', 'May', 'learn', 'GMRP']","[u'tradeshow', u'stop', u'booth', u'may', u'learn', u'gmrp']"
9,862781938544906241,0,0,2017-05-11 21:30:18,We’re at the Tradeshow! Stop by our booth May and to learn more about GMRP!,[],['https://t.co/JNwaJU6XLq'],Tradeshow Stop booth May learn GMRP,"['Tradeshow', 'Stop', 'booth', 'May', 'learn', 'GMRP']","[u'tradeshow', u'stop', u'booth', u'may', u'learn', u'gmrp']"
10,860633993213083651,0,0,2017-05-05 23:15:08,Want to learn more about how prepares for spring? Visit:,['#GiantMine'],['https://t.co/ljY4iFOjAq'],Want learn prepares spring Visit,"['Want', 'learn', 'prepares', 'spring', 'Visit']","[u'want', u'learn', u'prepar', u'spring', u'visit']"
11,857731153331195904,0,0,2017-04-27 23:00:17,Information session on the HEMP for site . pm tonight at the Museum Café. Everyone welcome. 10,['#GiantMine'],['https://t.co/nwrWz3Vg'],Information session HEMP site pm tonight Museum Everyone welcome 10,"['Information', 'session', 'HEMP', 'site', 'pm', 'tonight', 'Museum', 'Everyone', 'welcome', '10']","[u'inform', u'session', u'hemp', u'site', 'pm', u'tonight', u'museum', u'everyon', u'welcom', '10']"
12,856628062984785921,1,0,2017-04-24 21:57:00,: Want to learn more about the HEMP? Join the Dr. Chan at pm April at the Museum Cafe in Yellowknife.,[],['https://t.co/Lp5bBw1\xe2\x80\xa6'],Want learn HEMP Join Dr Chan pm April Museum Cafe Yellowknife,"['Want', 'learn', 'HEMP', 'Join', 'Dr', 'Chan', 'pm', 'April', 'Museum', 'Cafe', 'Yellowknife']","[u'want', u'learn', u'hemp', u'join', 'dr', u'chan', 'pm', u'april', u'museum', u'cafe', u'yellowknif']"
13,854756611788853248,1,0,2017-04-19 18:00:31,Want to learn more about the HEMP? Join the Dr. Chan at pm April at the Museum Cafe in Yellowknife.,[],['https://t.co/Lp5bBw1dDZ'],Want learn HEMP Join Dr Chan pm April Museum Cafe Yellowknife,"['Want', 'learn', 'HEMP', 'Join', 'Dr', 'Chan', 'pm', 'April', 'Museum', 'Cafe', 'Yellowknife']","[u'want', u'learn', u'hemp', u'join', 'dr', u'chan', 'pm', u'april', u'museum', u'cafe', u'yellowknif']"
14,838135765985001478,1,0,2017-03-04 21:15:13,The C5-09 pit may be stabilized over the coming work season. Visit U for details.,[],"['https://t.co/R9Yjhqw6G', 'https://t.co/keLIXpnhLn']",C5 09 pit may stabilized coming work season Visit details,"['C5', '09', 'pit', 'may', 'stabilized', 'coming', 'work', 'season', 'Visit', 'details']","['c5', '09', u'pit', u'may', u'stabil', u'come', u'work', u'season', u'visit', u'detail']"
15,838135761354518535,0,0,2017-03-04 21:15:11,La fosse C5-09 pourrait être stabilisée au cours de la prochaine saison de travaux. Visitez pour en savoir plus.,[],"['https://t.co/vu06HoeobN', 'https://t.co/eILAKjz88A']",La fosse C5 09 pourrait au cours de la prochaine saison de travaux Visitez pour en savoir plus,"['La', 'fosse', 'C5', '09', 'pourrait', 'au', 'cours', 'de', 'la', 'prochaine', 'saison', 'de', 'travaux', 'Visitez', 'pour', 'en', 'savoir', 'plus']","['la', u'foss', 'c5', '09', u'pourrait', 'au', u'cour', 'de', 'la', u'prochain', u'saison', 'de', u'travaux', u'visitez', u'pour', 'en', u'savoir', u'plus']"
16,837711767589515264,1,0,2017-03-03 17:10:23,Our Main Construction Manager RFP is out to tender! Learn more here:,[],"['https://t.co/FzYxiJJSzv', 'https://t.co/mCoTK9JiEo']",Main Construction Manager RFP tender Learn,"['Main', 'Construction', 'Manager', 'RFP', 'tender', 'Learn']","[u'main', u'construct', u'manag', u'rfp', u'tender', u'learn']"
17,837711767493095428,1,0,2017-03-03 17:10:23,Notre DP de directeur principal des travaux est en appel d’offres! Apprenez-en plus ici :,[],"['https://t.co/j8ZyVxAP7Z', 'https://t.co/gDOI1vDS4b']",Notre DP de directeur principal des travaux est en appel offres Apprenez en plus ici,"['Notre', 'DP', 'de', 'directeur', 'principal', 'des', 'travaux', 'est', 'en', 'appel', 'offres', 'Apprenez', 'en', 'plus', 'ici']","[u'notr', 'dp', 'de', u'directeur', u'princip', u'des', u'travaux', u'est', 'en', u'appel', u'offr', u'apprenez', 'en', u'plus', u'ici']"
18,837414764875812864,0,0,2017-03-02 21:30:13,Join the team for a public forum at pm March at the Museum Café in Yellowknife.,['#GiantMine'],['https://t.co/CmkotHqGua'],Join team public forum pm March Museum Yellowknife,"['Join', 'team', 'public', 'forum', 'pm', 'March', 'Museum', 'Yellowknife']","[u'join', u'team', u'public', u'forum', 'pm', u'march', u'museum', u'yellowknif']"
19,837414761449078784,0,0,2017-03-02 21:30:12,Joignez-vous à l’équipe de ce soir pour un forum public à h au Café du Musée. (article en anglais),['#MineGiant'],['https://t.co/LrIKB09IUw'],Joignez vous quipe de ce soir pour un forum public au du article en anglais,"['Joignez', 'vous', 'quipe', 'de', 'ce', 'soir', 'pour', 'un', 'forum', 'public', 'au', 'du', 'article', 'en', 'anglais']","[u'joignez', u'vous', u'quip', 'de', 'ce', u'soir', u'pour', 'un', u'forum', u'public', 'au', 'du', u'articl', 'en', u'anglai']"
20,837362144106721281,0,0,2017-03-02 18:01:07,Want to learn more about how is choosing a new outfall location? visit: c,['#GiantMine'],"['https://t.co/T44aWWAhE', 'https://t.co/lNsHZmE0gF']",Want learn choosing new outfall location visit,"['Want', 'learn', 'choosing', 'new', 'outfall', 'location', 'visit']","[u'want', u'learn', u'choos', u'new', u'outfal', u'locat', u'visit']"
21,837362141204209669,0,0,2017-03-02 18:01:06,"Pour en savoir plus sur le choix d’un nouvel emplacement de point de rejet par , visitez :",['#MineGiant'],['https://t.co/gUPwqx0lgj'],Pour en savoir plus sur le choix un nouvel emplacement de point de rejet par visitez,"['Pour', 'en', 'savoir', 'plus', 'sur', 'le', 'choix', 'un', 'nouvel', 'emplacement', 'de', 'point', 'de', 'rejet', 'par', 'visitez']","[u'pour', 'en', u'savoir', u'plus', u'sur', 'le', u'choix', 'un', u'nouvel', u'emplac', 'de', u'point', 'de', u'rejet', u'par', u'visitez']"
22,837332133488312324,2,0,2017-03-02 16:01:52,Public forum on site . pm tonight at the Museum Café in Yellowknife. Everyone welcome.,['#GiantMine'],"['https://t.co/UXWEZoDWQ5', 'https://t.co/n5tqgymTfn']",Public forum site pm tonight Museum Yellowknife Everyone welcome,"['Public', 'forum', 'site', 'pm', 'tonight', 'Museum', 'Yellowknife', 'Everyone', 'welcome']","[u'public', u'forum', u'site', 'pm', u'tonight', u'museum', u'yellowknif', u'everyon', u'welcom']"
23,837120339977064451,3,0,2017-03-02 02:00:16,Wondering about the Surface Design engagement for ? Get up to date here:,['#GiantMine'],['https://t.co/P8MchKW3dJ'],Wondering Surface Design engagement Get date,"['Wondering', 'Surface', 'Design', 'engagement', 'Get', 'date']","[u'wonder', u'surfac', u'design', u'engag', u'get', u'date']"
24,837120338836275200,0,1,2017-03-02 02:00:16,Des questions sur la consultation quant à la conception de la surface pour ? Obtenez des réponses ici :,['#MineGiant'],['https://t.co/zQkqsd7hES'],Des questions sur la consultation quant la conception de la surface pour Obtenez des ponses ici,"['Des', 'questions', 'sur', 'la', 'consultation', 'quant', 'la', 'conception', 'de', 'la', 'surface', 'pour', 'Obtenez', 'des', 'ponses', 'ici']","[u'des', u'question', u'sur', 'la', u'consult', u'quant', 'la', u'concept', 'de', 'la', u'surfac', u'pour', u'obtenez', u'des', u'pons', u'ici']"
25,836290123251781634,1,1,2017-02-27 19:01:17,Join the team for a public forum at pm March at the Museum Café in Yellowknife. D,['#GiantMine'],"['https://t.co/UXWEZoDWQ5', 'https://t.co/5yfW7FrRl']",Join team public forum pm March Museum Yellowknife,"['Join', 'team', 'public', 'forum', 'pm', 'March', 'Museum', 'Yellowknife']","[u'join', u'team', u'public', u'forum', 'pm', u'march', u'museum', u'yellowknif']"
26,834432842541182976,11,0,2017-02-22 16:01:07,Join the team for a public forum at pm March at the Museum Café in Yellowknife.,['#GiantMine'],"['https://t.co/UXWEZoDWQ5', 'https://t.co/hLUQnDOiao']",Join team public forum pm March Museum Yellowknife,"['Join', 'team', 'public', 'forum', 'pm', 'March', 'Museum', 'Yellowknife']","[u'join', u'team', u'public', u'forum', 'pm', u'march', u'museum', u'yellowknif']"
27,811254988634779648,10,9,2016-12-20 17:00:36,"On Dec. , biology students in dissected fish from Great Slave Lake to learn about environmental monitoring.",['#Yellowknife'],['https://t.co/uiIodeLada'],Dec biology students dissected fish Great Slave Lake learn environmental monitoring,"['Dec', 'biology', 'students', 'dissected', 'fish', 'Great', 'Slave', 'Lake', 'learn', 'environmental', 'monitoring']","[u'dec', u'biolog', u'student', u'dissect', u'fish', u'great', u'slave', u'lake', u'learn', u'environment', u'monitor']"
28,800778045175070720,7,0,2016-11-21 19:08:58,": No arsenic trioxide in Giant Mine's springtime dust clouds, new research suggests",[],"['https://t.co/NwAgScBQJQ', 'https://t.co/p80KLe\xe2\x80\xa6']",arsenic trioxide Giant Mine springtime dust clouds new research suggests,"['arsenic', 'trioxide', 'Giant', 'Mine', 'springtime', 'dust', 'clouds', 'new', 'research', 'suggests']","[u'arsenic', u'trioxid', u'giant', u'mine', u'springtim', u'dust', u'cloud', u'new', u'research', u'suggest']"
29,795672311236018177,0,0,2016-11-07 17:00:36,This summer's work at Giant Mine included the deconstruction of buildings. Learn more here: 8,[],['https://t.co/BPExngvUM'],summer work Giant Mine included deconstruction buildings Learn,"['summer', 'work', 'Giant', 'Mine', 'included', 'deconstruction', 'buildings', 'Learn']","[u'summer', u'work', u'giant', u'mine', u'includ', u'deconstruct', u'build', u'learn']"
30,791658254375976960,1,1,2016-10-27 15:10:10,Congratulations to !,[],['https://t.co/JLQbu9vBUA'],Congratulations,['Congratulations'],[u'congratul']
31,790586905737961473,3,0,2016-10-24 16:13:01,: needs small amounts of regionally harvested foods. See attached picture for details. C,[],['https://t.co/5ZABMmji4'],needs small amounts regionally harvested foods See attached picture details,"['needs', 'small', 'amounts', 'regionally', 'harvested', 'foods', 'See', 'attached', 'picture', 'details']","[u'need', u'small', u'amount', u'region', u'harvest', u'food', u'see', u'attach', u'pictur', u'detail']"
32,783728619810095104,0,0,2016-10-05 18:00:38,The latest issue of the Giant Mine Newsletter is now online. Read it here:,[],['https://t.co/XOavMG4DKY'],latest issue Giant Mine Newsletter online Read,"['latest', 'issue', 'Giant', 'Mine', 'Newsletter', 'online', 'Read']","[u'latest', u'issu', u'giant', u'mine', u'newslett', u'onlin', u'read']"
33,759145099515334656,3,0,2016-07-29 21:54:30,: Work as a Community Consultation Officer with the :! INAC is hiring in Yellowknife:,['#GoC'],['https://t.co/CHckHRWZZL'],Work Community Consultation Officer INAC hiring Yellowknife,"['Work', 'Community', 'Consultation', 'Officer', 'INAC', 'hiring', 'Yellowknife']","[u'work', u'communiti', u'consult', u'offic', u'inac', u'hire', u'yellowknif']"
34,708095203798880256,1,1,2016-03-11 01:00:27,Natalie Plato speaks to at PSPC's Industry Day in on Feb25.,['#YZF'],"['https://t.co/ku8edQnEqr', 'https://t.co/fAvMN0NLew']",Natalie Plato speaks PSPC Industry Day Feb25,"['Natalie', 'Plato', 'speaks', 'PSPC', 'Industry', 'Day', 'Feb25']","[u'natali', u'plato', u'speak', u'pspc', u'industri', u'day', u'feb25']"
35,708095191668932610,0,0,2016-03-11 01:00:24,Staff at the INAC booth in support of PSPC's Industry Day on Feb25 in .,['#YZF'],"['https://t.co/pPQXBqwx34', 'https://t.co/4U5tNbNesF']",Staff INAC booth support PSPC Industry Day Feb25,"['Staff', 'INAC', 'booth', 'support', 'PSPC', 'Industry', 'Day', 'Feb25']","[u'staff', u'inac', u'booth', u'support', u'pspc', u'industri', u'day', u'feb25']"
36,705483011748458496,1,2,2016-03-03 20:00:31,Public forum on site stabilization. pm tonight at the Museum Café in Yellowknife. Everyone welcome.,['#GiantMine'],[],Public forum site stabilization pm tonight Museum Yellowknife Everyone welcome,"['Public', 'forum', 'site', 'stabilization', 'pm', 'tonight', 'Museum', 'Yellowknife', 'Everyone', 'welcome']","[u'public', u'forum', u'site', u'stabil', 'pm', u'tonight', u'museum', u'yellowknif', u'everyon', u'welcom']"
37,702551101795659776,0,0,2016-02-24 17:50:10,"Industry Day will be held Feb , . Watch for information on this event and remediation project opportunities.",[],['https://t.co/AureUTBayN'],Industry Day held Feb Watch information event remediation project opportunities,"['Industry', 'Day', 'held', 'Feb', 'Watch', 'information', 'event', 'remediation', 'project', 'opportunities']","[u'industri', u'day', u'held', u'feb', u'watch', u'inform', u'event', u'remedi', u'project', u'opportun']"
38,702278056493371393,2,0,2016-02-23 23:45:11,Join the team for a public forum at pm March at the Museum Café in Yellowknife.,['#GiantMine'],[],Join team public forum pm March Museum Yellowknife,"['Join', 'team', 'public', 'forum', 'pm', 'March', 'Museum', 'Yellowknife']","[u'join', u'team', u'public', u'forum', 'pm', u'march', u'museum', u'yellowknif']"
39,700353828990877696,6,0,2016-02-18 16:18:59,: Join us in Yellowknife! Industry Day Feb,"['#industry', '#NWT', '#YZF']",['https://t.co/vZdhsqtHZs'],Join us Yellowknife Industry Day Feb,"['Join', 'us', 'Yellowknife', 'Industry', 'Day', 'Feb']","[u'join', 'us', u'yellowknif', u'industri', u'day', u'feb']"
40,697193411120508928,1,0,2016-02-09 23:00:37,Engagement is a valued part of the remediation process. Learn more about our Surface Design Engagement program:,[],['https://t.co/91Fo0jXP94'],Engagement valued part remediation process Learn Surface Design Engagement program,"['Engagement', 'valued', 'part', 'remediation', 'process', 'Learn', 'Surface', 'Design', 'Engagement', 'program']","[u'engag', u'valu', u'part', u'remedi', u'process', u'learn', u'surfac', u'design', u'engag', u'program']"
41,694649063287955456,0,3,2016-02-02 22:30:17,"In we stabilized six underground stopes, using nearly ,000 cubic metres of paste. Learn more:",[],['https://t.co/g4lDz7Q8CP'],stabilized six underground stopes using nearly 000 cubic metres paste Learn,"['stabilized', 'six', 'underground', 'stopes', 'using', 'nearly', '000', 'cubic', 'metres', 'paste', 'Learn']","[u'stabil', u'six', u'underground', u'stope', u'use', u'near', u'000', u'cubic', u'metr', u'past', u'learn']"
42,692467221822619654,0,1,2016-01-27 22:00:25,Thanks to everyone who continues to participate in the Surface Design Engagement program. Learn more here:,[],['https://t.co/VNEe2f1d0s'],Thanks everyone continues participate Surface Design Engagement program Learn,"['Thanks', 'everyone', 'continues', 'participate', 'Surface', 'Design', 'Engagement', 'program', 'Learn']","[u'thank', u'everyon', u'continu', u'particip', u'surfac', u'design', u'engag', u'program', u'learn']"
43,691674501961089025,0,1,2016-01-25 17:30:26,"If you’ve driven by lately, you may have noticed some changes to the skyline.",[],"['https://t.co/e3VtYmq2rs', 'https://t.co/qP1POAd9HL']",driven lately may noticed changes skyline,"['driven', 'lately', 'may', 'noticed', 'changes', 'skyline']","[u'driven', u'late', u'may', u'notic', u'chang', u'skylin']"
44,691674496705679366,0,0,2016-01-25 17:30:25,"Si vous êtes passés près , vous aurez remarqué des changements dans le paysage.",[],"['https://t.co/OCTklkTEiw', 'https://t.co/S9Rn0Q3Tzs']",Si vous vous aurez des changements dans le paysage,"['Si', 'vous', 'vous', 'aurez', 'des', 'changements', 'dans', 'le', 'paysage']","['si', u'vous', u'vous', u'aurez', u'des', u'changement', u'dan', 'le', u'paysag']"
45,689175584807735300,0,1,2016-01-18 20:00:38,was a busy year! A buttress was constructed to stabilize a pit wall &amp; prevent flooding.,[],"['https://t.co/RS4ofQrw0S', 'https://t.co/5iUqC5nt6H']",busy year buttress constructed stabilize pit wall amp prevent flooding,"['busy', 'year', 'buttress', 'constructed', 'stabilize', 'pit', 'wall', 'amp', 'prevent', 'flooding']","[u'busi', u'year', u'buttress', u'construct', u'stabil', u'pit', u'wall', u'amp', u'prevent', u'flood']"
46,631112951496359936,0,0,2015-08-11 14:40:27,"The support for C1 Pit is complete. Approximately ,000 cubic metres of rock were used to build it. Learn more:",[],['http://t.co/kXNET7slti'],support C1 Pit complete Approximately 000 cubic metres rock used build Learn,"['support', 'C1', 'Pit', 'complete', 'Approximately', '000', 'cubic', 'metres', 'rock', 'used', 'build', 'Learn']","[u'support', 'c1', u'pit', u'complet', u'approxim', u'000', u'cubic', u'metr', u'rock', u'use', u'build', u'learn']"
